truckid,driverid,event,city,state,velocity,event_ind,idling_ind
A91,A91,normal,Isleton,California,43,0,0
A63,A63,normal,La Palma,California,23,0,0
A95,A95,normal,Isleton,California,31,0,0
A57,A57,normal,Willits,California,24,0,0
A18,A18,normal,San Quentin,California,0,0,1
A58,A58,normal,Marysville,California,64,0,0
A77,A77,normal,Santa Rosa,California,34,0,0
A1,A1,normal,Arbuckle,California,34,0,0
A73,A73,normal,San Diego,California,0,0,1
A9,A9,normal,Santa Monica,California,50,0,0
A35,A35,normal,Santa Rosa,California,0,0,1
A38,A38,normal,Santa Rosa,California,55,0,0
A31,A31,normal,Glendora,California,37,0,0
A60,A60,overspeed,San Quentin,California,90,1,0
A56,A56,normal,Stockton,California,62,0,0
A17,A17,normal,Stockton,California,69,0,0
A67,A67,normal,Roseville,California,46,0,0
A35,A35,normal,Arbuckle,California,16,0,0
A16,A16,normal,Antelope,California,18,0,0
A100,A100,normal,Marysville,California,26,0,0
A60,A60,lane departure,Kneeland,California,41,1,0
A97,A97,normal,Markleeville,California,62,0,0
A25,A25,normal,Santa Rosa,California,0,0,1
A48,A48,normal,Roseville,California,43,0,0
A46,A46,normal,Occidental,California,47,0,0
A17,A17,normal,Willits,California,0,0,1
A91,A91,normal,Stockton,California,53,0,0
A30,A30,normal,Santa Rosa,California,60,0,0
A76,A76,normal,Ojai,California,64,0,0
A26,A26,normal,Ojai,California,0,0,1
A50,A50,normal,San Diego,California,33,0,0
A73,A73,normal,Apple Valley,California,0,0,1
A58,A58,normal,Santa Rosa,California,66,0,0
A62,A62,normal,San Pablo,California,0,0,1
A14,A14,overspeed,Willits,California,81,1,0
A44,A44,normal,Stockton,California,21,0,0
A79,A79,normal,Palo Alto,California,27,0,0
A97,A97,lane departure,Arbuckle,California,44,0,0
A50,A50,normal,Glendora,California,47,0,0
A5,A5,normal,Markleeville,California,65,0,0
A40,A40,normal,La Palma,California,37,0,0
A31,A31,normal,Antelope,California,16,0,0
A71,A71,normal,Arbuckle,California,0,0,1
A24,A24,overspeed,Napa,California,91,1,0
A51,A51,normal,Gilroy,California,33,0,0
A37,A37,normal,San Quentin,California,69,0,0
A51,A51,normal,Napa,California,0,0,1
A7,A7,normal,Palo Cedro,California,0,0,1
A30,A30,normal,Willits,California,22,0,0
A15,A15,normal,Santa Rosa,California,55,0,0
A100,A100,normal,San Francisco,California,0,0,1
A70,A70,normal,Markleeville,California,61,0,0
A87,A87,normal,Stockton,California,33,0,0
A75,A75,normal,Irvine,California,28,0,0
A23,A23,normal,Occidental,California,55,0,0
A98,A98,normal,San Quentin,California,20,0,0
A47,A47,normal,Antelope,California,57,0,0
A78,A78,normal,Modesto,California,55,0,0
A50,A50,normal,Santa Rosa,California,71,0,0
A25,A25,normal,Stockton,California,57,0,0
A96,A96,normal,San Pablo,California,26,0,0
A74,A74,normal,Antelope,California,0,0,1
A29,A29,normal,San Dimas,California,25,0,0
A80,A80,normal,Apple Valley,California,0,0,1
A5,A5,normal,Lodi,California,71,0,0
A57,A57,normal,Palo Cedro,California,41,0,0
A53,A53,normal,Willits,California,68,0,0
A60,A60,normal,Jacumba,California,16,0,0
A50,A50,normal,Marysville,California,66,0,0
A5,A5,unsafe following distance,Oceano,California,0,1,1
A21,A21,normal,Arbuckle,California,70,0,0
A87,A87,normal,San Quentin,California,43,0,0
A42,A42,normal,La Quinta,California,51,0,0
A20,A20,normal,Arbuckle,California,0,0,1
A69,A69,normal,Marysville,California,59,0,0
A2,A2,normal,Cloverdale,California,44,0,0
A16,A16,normal,Arbuckle,California,43,0,0
A71,A71,normal,Antelope,California,25,0,0
A42,A42,normal,Aptos,California,54,0,0
A83,A83,normal,Cloverdale,California,67,0,0
A72,A72,normal,Santa Rosa,California,0,0,1
A89,A89,normal,Willits,California,16,0,0
A99,A99,normal,Santa Rosa,California,63,0,0
A27,A27,normal,Aptos,California,0,0,1
A91,A91,normal,Santa Rosa,California,0,0,1
A63,A63,normal,Willits,California,34,0,0
A97,A97,normal,Markleeville,California,0,0,1
A45,A45,normal,Isleton,California,27,0,0
A28,A28,unsafe following distance,Modesto,California,54,1,0
A82,A82,normal,Irvine,California,50,0,0
A55,A55,normal,Antelope,California,22,0,0
A54,A54,normal,Santa Rosa,California,59,0,0
A14,A14,normal,Isleton,California,70,0,0
A32,A32,normal,Modesto,California,19,0,0
A34,A34,normal,Redding,California,31,0,0
A98,A98,normal,Jacumba,California,0,0,1
A59,A59,normal,Modesto,California,48,0,0
A8,A8,normal,Willits,California,39,0,0
A88,A88,normal,Bakersfield,California,17,0,0
A88,A88,normal,Willits,California,75,0,0
A100,A100,normal,San Pablo,California,0,0,1
A80,A80,normal,Santa Rosa,California,0,0,1
A12,A12,normal,Knightsen,California,20,0,0
A65,A65,normal,Aptos,California,40,0,0
A85,A85,normal,Antelope,California,52,0,0
A88,A88,normal,Santa Rosa,California,27,0,0
A30,A30,normal,Ukiah,California,28,0,0
A51,A51,normal,Santa Rosa,California,0,0,1
A18,A18,normal,Ojai,California,21,0,0
A82,A82,normal,Palmdale,California,51,0,0
A25,A25,normal,Palo Alto,California,67,0,0
A21,A21,normal,Holtville,California,61,0,0
A6,A6,normal,Goleta,California,0,0,1
A37,A37,normal,La Puente,California,20,0,0
A84,A84,normal,Martinez,California,56,0,0
A11,A11,normal,Willits,California,27,0,0
A16,A16,normal,Knightsen,California,0,0,1
A85,A85,normal,Willits,California,0,0,1
A73,A73,normal,Apple Valley,California,0,0,1
A55,A55,normal,Palmdale,California,70,0,0
A36,A36,lane departure,Santa Monica,California,0,1,1
A85,A85,normal,San Francisco,California,67,0,0
A28,A28,normal,Oceano,California,37,0,0
A86,A86,normal,Irvine,California,30,0,0
A12,A12,normal,Santa Rosa,California,23,0,0
A86,A86,normal,Palmdale,California,48,0,0
A67,A67,normal,Willits,California,23,0,0
A83,A83,normal,Stockton,California,49,0,0
A53,A53,normal,San Fernando,California,54,0,0
A85,A85,normal,Santa Rosa,California,42,0,0
A19,A19,normal,San Pablo,California,27,0,0
A26,A26,normal,Isleton,California,46,0,0
A73,A73,normal,Santa Rosa,California,26,0,0
A77,A77,normal,San Francisco,California,0,0,1
A67,A67,normal,Jacumba,California,0,0,1
A5,A5,lane departure,Palmdale,California,55,1,0
A85,A85,normal,Knightsen,California,45,0,0
A90,A90,normal,Antelope,California,40,0,0
A13,A13,normal,Willits,California,0,0,1
A40,A40,normal,Holtville,California,45,0,0
A73,A73,normal,Aptos,California,32,0,0
A99,A99,normal,Ojai,California,53,0,0
A4,A4,normal,Santa Maria,California,50,0,0
A60,A60,normal,Stockton,California,39,0,0
A5,A5,normal,San Diego,California,0,0,1
A12,A12,normal,Willits,California,22,0,0
A93,A93,normal,Antelope,California,45,0,0
A56,A56,normal,La Puente,California,0,0,1
A65,A65,unsafe following distance,La Quinta,California,23,1,0
A61,A61,normal,La Quinta,California,0,0,1
A94,A94,lane departure,Arbuckle,California,48,1,0
A58,A58,normal,San Francisco,California,23,0,0
A33,A33,normal,La Puente,California,59,0,0
A20,A20,normal,Arbuckle,California,55,0,0
A100,A100,normal,Bakersfield,California,45,0,0
A33,A33,normal,San Dimas,California,32,0,0
A46,A46,normal,Aptos,California,41,0,0
A89,A89,normal,Santa Rosa,California,28,0,0
A35,A35,normal,San Pablo,California,75,0,0
A72,A72,lane departure,Isleton,California,0,1,1
A14,A14,normal,Santa Rosa,California,0,0,1
A26,A26,normal,San Fernando,California,58,0,0
A1,A1,normal,San Diego,California,35,0,0
A73,A73,normal,Rough and Ready,California,75,0,0
A38,A38,normal,Willits,California,48,0,0
A95,A95,normal,Santa Rosa,California,42,0,0
A94,A94,normal,Willits,California,55,0,0
A56,A56,normal,Santa Paula,California,29,0,0
A37,A37,normal,Homeland,California,42,0,0
A15,A15,unsafe following distance,Palo Cedro,California,43,1,0
A94,A94,normal,Lodi,California,50,0,0
A17,A17,normal,Klamath,California,45,0,0
A3,A3,normal,San Fernando,California,43,0,0
A88,A88,normal,Apple Valley,California,43,0,0
A64,A64,normal,San Quentin,California,41,0,0
A98,A98,normal,Oceanside,California,46,0,0
A32,A32,normal,Stockton,California,32,0,0
A32,A32,unsafe following distance,Palmdale,California,0,1,1
A69,A69,normal,Rough and Ready,California,0,0,1
A3,A3,normal,San Fernando,California,71,0,0
A54,A54,normal,Glendora,California,18,0,0
A92,A92,normal,Bakersfield,California,0,0,1
A62,A62,lane departure,Santa Rosa,California,68,1,0
A55,A55,normal,Antelope,California,56,0,0
A81,A81,unsafe following distance,Marysville,California,68,1,0
A65,A65,normal,La Quinta,California,61,0,0
A40,A40,normal,Santa Rosa,California,32,0,0
A70,A70,normal,Oceano,California,69,0,0
A64,A64,normal,La Puente,California,0,0,1
A52,A52,normal,Irvine,California,58,0,0
A63,A63,normal,Jacumba,California,20,0,0
A20,A20,normal,Gilroy,California,58,0,0
A51,A51,normal,Gilroy,California,17,0,0
A78,A78,normal,Palmdale,California,18,0,0
A73,A73,unsafe following distance,Mariposa,California,21,1,0
A15,A15,normal,Palo Cedro,California,53,0,0
A22,A22,normal,Martinez,California,37,0,0
A48,A48,normal,Santa Rosa,California,0,0,1
A34,A34,normal,Willits,California,27,0,0
A38,A38,normal,Knights Landing,California,39,0,0
A36,A36,normal,Stockton,California,55,0,0
A59,A59,normal,Palmdale,California,60,0,0
A46,A46,normal,Willits,California,75,0,0
A74,A74,normal,Modesto,California,61,0,0
A47,A47,normal,Modesto,California,53,0,0
A55,A55,normal,Modesto,California,33,0,0
A33,A33,normal,La Puente,California,0,0,1
A94,A94,normal,Arbuckle,California,18,0,0
A90,A90,normal,Antelope,California,44,0,0
A81,A81,normal,Mariposa,California,57,0,0
A83,A83,normal,Jacumba,California,30,0,0
A47,A47,normal,Antelope,California,44,0,0
A73,A73,normal,Marysville,California,74,0,0
A95,A95,normal,Ukiah,California,0,0,1
A97,A97,normal,Modesto,California,0,0,1
A30,A30,normal,Santa Rosa,California,0,0,1
A66,A66,normal,Santa Rosa,California,69,0,0
A15,A15,normal,Santa Rosa,California,69,0,0
A57,A57,normal,Willits,California,47,0,0
A64,A64,normal,Kneeland,California,42,0,0
A41,A41,normal,Santa Rosa,California,21,0,0
A54,A54,normal,Willits,California,0,0,1
A93,A93,lane departure,Hollister,California,0,1,1
A75,A75,normal,Palo Alto,California,60,0,0
A94,A94,normal,Lodi,California,0,0,1
A15,A15,normal,Apple Valley,California,21,0,0
A88,A88,normal,Palo Cedro,California,0,0,1
A79,A79,normal,Glen Ellen,California,38,0,0
A79,A79,unsafe following distance,Goleta,California,23,1,0
A44,A44,normal,Roseville,California,68,0,0
A100,A100,normal,Rough and Ready,California,42,0,0
A30,A30,normal,Santa Rosa,California,55,0,0
A50,A50,normal,Aptos,California,0,0,1
A69,A69,normal,Aptos,California,41,0,0
A27,A27,normal,Glendora,California,0,0,1
A87,A87,normal,Isleton,California,35,0,0
A96,A96,normal,Santa Rosa,California,32,0,0
A4,A4,normal,San Pablo,California,0,0,1
A83,A83,normal,San Quentin,California,0,0,1
A65,A65,normal,Santa Rosa,California,0,0,1
A59,A59,normal,Jacumba,California,0,0,1
A80,A80,normal,Palo Cedro,California,27,0,0
A5,A5,normal,Antelope,California,0,0,1
A56,A56,normal,Palo Alto,California,39,0,0
A37,A37,normal,Palo Alto,California,0,0,1
A33,A33,normal,Santa Rosa,California,40,0,0
A7,A7,normal,Redding,California,55,0,0
A54,A54,normal,Santa Rosa,California,37,0,0
A5,A5,normal,Palmdale,California,31,0,0
A38,A38,normal,Apple Valley,California,50,0,0
A17,A17,normal,Santa Rosa,California,43,0,0
A67,A67,normal,Arbuckle,California,42,0,0
A16,A16,normal,San Pablo,California,23,0,0
A81,A81,normal,Willits,California,16,0,0
A50,A50,normal,Santa Rosa,California,0,0,1
A38,A38,unsafe tail distance,Apple Valley,California,0,1,1
A9,A9,normal,La Palma,California,68,0,0
A25,A25,normal,Goleta,California,58,0,0
A75,A75,normal,Holtville,California,0,0,1
A72,A72,normal,Isleton,California,0,0,1
A53,A53,normal,Martinez,California,20,0,0
A64,A64,normal,Apple Valley,California,18,0,0
A77,A77,normal,Mariposa,California,58,0,0
A75,A75,normal,Oceanside,California,0,0,1
A100,A100,normal,Fresno,California,15,0,0
A55,A55,normal,Santa Rosa,California,25,0,0
A48,A48,normal,San Fernando,California,22,0,0
A40,A40,normal,Lodi,California,16,0,0
A97,A97,normal,Santa Rosa,California,0,0,1
A6,A6,normal,Palo Alto,California,0,0,1
A7,A7,normal,Apple Valley,California,25,0,0
A15,A15,normal,Knights Landing,California,39,0,0
A6,A6,normal,San Quentin,California,17,0,0
A46,A46,normal,Mariposa,California,0,0,1
A54,A54,normal,Marysville,California,0,0,1
A92,A92,normal,Aptos,California,18,0,0
A40,A40,normal,Irvine,California,50,0,0
A31,A31,normal,Willits,California,60,0,0
A10,A10,normal,San Quentin,California,19,0,0
A96,A96,normal,Apple Valley,California,0,0,1
A65,A65,normal,Willits,California,73,0,0
A99,A99,normal,La Palma,California,0,0,1
A88,A88,normal,San Fernando,California,0,0,1
A41,A41,normal,Apple Valley,California,65,0,0
A46,A46,normal,Occidental,California,38,0,0
A48,A48,normal,Oceanside,California,0,0,1
A17,A17,normal,Jacumba,California,0,0,1
A39,A39,normal,Knightsen,California,33,0,0
A2,A2,normal,Cloverdale,California,36,0,0
A48,A48,normal,Stockton,California,44,0,0
A58,A58,normal,Santa Rosa,California,29,0,0
A42,A42,normal,Apple Valley,California,48,0,0
A62,A62,normal,San Pablo,California,23,0,0
A95,A95,normal,Homeland,California,54,0,0
A17,A17,normal,Willits,California,19,0,0
A27,A27,normal,San Pablo,California,41,0,0
A18,A18,unsafe tail distance,Apple Valley,California,15,1,0
A62,A62,normal,Santa Maria,California,0,0,1
A37,A37,normal,Santa Paula,California,36,0,0
A64,A64,normal,Stockton,California,41,0,0
A51,A51,normal,Palmdale,California,28,0,0
A41,A41,normal,Homeland,California,31,0,0
A61,A61,normal,La Quinta,California,69,0,0
A31,A31,normal,San Pablo,California,46,0,0
A52,A52,normal,Jacumba,California,0,0,1
A87,A87,normal,San Dimas,California,57,0,0
A97,A97,normal,Lodi,California,58,0,0
A74,A74,normal,Aptos,California,55,0,0
A98,A98,normal,Jacumba,California,32,0,0
A24,A24,normal,Hollister,California,26,0,0
A58,A58,normal,Santa Maria,California,0,0,1
A48,A48,normal,Oceanside,California,0,0,1
A15,A15,normal,Apple Valley,California,45,0,0
A24,A24,normal,Antelope,California,0,0,1
A55,A55,normal,Santa Monica,California,53,0,0
A19,A19,normal,Santa Rosa,California,67,0,0
A77,A77,normal,Santa Rosa,California,24,0,0
A76,A76,normal,Martinez,California,17,0,0
A23,A23,normal,Willits,California,0,0,1
A87,A87,normal,Willits,California,17,0,0
A8,A8,normal,Willits,California,0,0,1
A50,A50,normal,Fresno,California,47,0,0
A20,A20,normal,Arbuckle,California,0,0,1
A5,A5,normal,Modesto,California,66,0,0
A68,A68,normal,Ukiah,California,58,0,0
A23,A23,normal,Occidental,California,70,0,0
A36,A36,normal,Santa Rosa,California,75,0,0
A82,A82,normal,Modesto,California,21,0,0
A47,A47,normal,Gilroy,California,44,0,0
A95,A95,normal,Isleton,California,45,0,0
A46,A46,normal,Aptos,California,45,0,0
A55,A55,normal,Markleeville,California,43,0,0
A10,A10,normal,Goleta,California,66,0,0
A17,A17,normal,Roseville,California,22,0,0
A94,A94,normal,Willits,California,56,0,0
A82,A82,normal,San Diego,California,38,0,0
A30,A30,normal,San Fernando,California,17,0,0
A76,A76,normal,Santa Rosa,California,46,0,0
A86,A86,normal,Lodi,California,27,0,0
A82,A82,normal,Antelope,California,66,0,0
A89,A89,normal,Aptos,California,74,0,0
A49,A49,normal,Redding,California,54,0,0
A53,A53,normal,La Quinta,California,0,0,1
A5,A5,normal,Palmdale,California,0,0,1
A98,A98,normal,Stockton,California,46,0,0
A45,A45,normal,Apple Valley,California,0,0,1
A3,A3,normal,Santa Rosa,California,45,0,0
A55,A55,normal,Santa Monica,California,25,0,0
A61,A61,normal,Knights Landing,California,68,0,0
A33,A33,normal,Glen Ellen,California,0,0,1
A14,A14,normal,Willits,California,37,0,0
A89,A89,normal,Santa Maria,California,67,0,0
A64,A64,normal,Santa Rosa,California,40,0,0
A76,A76,normal,San Fernando,California,29,0,0
A34,A34,normal,Aptos,California,25,0,0
A15,A15,unsafe following distance,Palo Cedro,California,23,1,0
A53,A53,normal,Redding,California,37,0,0
A53,A53,overspeed,Martinez,California,79,1,0
A9,A9,normal,Irvine,California,54,0,0
A68,A68,normal,Isleton,California,36,0,0
A75,A75,normal,Irvine,California,56,0,0
A50,A50,normal,Santa Rosa,California,41,0,0
A63,A63,normal,Jacumba,California,15,0,0
A33,A33,normal,Jacumba,California,0,0,1
A56,A56,lane departure,Cloverdale,California,41,1,0
A52,A52,normal,Irvine,California,0,0,1
A61,A61,normal,La Quinta,California,60,0,0
A2,A2,normal,San Fernando,California,54,0,0
A43,A43,normal,Aptos,California,0,0,1
A54,A54,lane departure,Rough and Ready,California,24,1,0
A90,A90,normal,Arbuckle,California,53,0,0
A63,A63,normal,Santa Rosa,California,53,0,0
A56,A56,normal,Stockton,California,70,0,0
A55,A55,normal,Lodi,California,56,0,0
A47,A47,normal,Santa Rosa,California,17,0,0
A26,A26,normal,Santa Rosa,California,58,0,0
A41,A41,normal,Santa Rosa,California,0,0,1
A56,A56,normal,Glen Ellen,California,58,0,0
A47,A47,normal,Modesto,California,33,0,0
A44,A44,normal,Stockton,California,39,0,0
A70,A70,normal,Arbuckle,California,50,0,0
A37,A37,normal,Willits,California,39,0,0
A71,A71,normal,Irvine,California,0,0,1
A11,A11,normal,Aptos,California,63,0,0
A94,A94,lane departure,Antelope,California,0,1,1
A82,A82,lane departure,Antelope,California,45,1,0
A81,A81,normal,Santa Rosa,California,27,0,0
A56,A56,normal,Goleta,California,0,0,1
A5,A5,normal,Klamath,California,33,0,0
A83,A83,normal,San Quentin,California,42,0,0
A86,A86,normal,Klamath,California,33,0,0
A38,A38,normal,Willits,California,57,0,0
A60,A60,normal,Willits,California,0,0,1
A72,A72,normal,Homeland,California,19,0,0
A83,A83,normal,La Puente,California,51,0,0
A22,A22,normal,Isleton,California,16,0,0
A9,A9,normal,Stockton,California,0,0,1
A10,A10,normal,Kneeland,California,0,0,1
A12,A12,normal,Willits,California,43,0,0
A92,A92,normal,Aptos,California,0,0,1
A22,A22,normal,Santa Rosa,California,22,0,0
A20,A20,normal,Antelope,California,50,0,0
A2,A2,normal,Roseville,California,0,0,1
A51,A51,normal,Modesto,California,50,0,0
A83,A83,lane departure,San Dimas,California,24,1,0
A76,A76,normal,San Fernando,California,32,0,0
A50,A50,normal,Santa Rosa,California,18,0,0
A32,A32,normal,Modesto,California,0,0,1
A20,A20,normal,San Dimas,California,64,0,0
A36,A36,normal,Palmdale,California,23,0,0
A73,A73,normal,Bakersfield,California,68,0,0
A92,A92,normal,Santa Rosa,California,21,0,0
A82,A82,normal,Santa Monica,California,0,0,1
A63,A63,normal,Palmdale,California,67,0,0
A35,A35,normal,Antelope,California,37,0,0
A23,A23,normal,Bakersfield,California,54,0,0
A4,A4,normal,Santa Rosa,California,51,0,0
A73,A73,normal,Fresno,California,64,0,0
A76,A76,normal,Isleton,California,0,0,1
A14,A14,unsafe following distance,Stockton,California,54,1,0
A73,A73,normal,Bakersfield,California,32,0,0
A21,A21,normal,Jacumba,California,0,0,1
A56,A56,normal,La Puente,California,50,0,0
A61,A61,normal,Aptos,California,20,0,0
A22,A22,normal,La Palma,California,70,0,0
A68,A68,normal,San Quentin,California,35,0,0
A8,A8,normal,Santa Maria,California,0,0,1
A98,A98,normal,Cloverdale,California,20,0,0
A45,A45,normal,Santa Rosa,California,0,0,1
A90,A90,normal,Oceanside,California,54,0,0
A96,A96,normal,Santa Rosa,California,31,0,0
A2,A2,normal,Santa Rosa,California,66,0,0
A66,A66,normal,Antelope,California,33,0,0
A83,A83,normal,Palo Alto,California,35,0,0
A17,A17,overspeed,Roseville,California,90,1,0
A2,A2,normal,Palo Alto,California,0,0,1
A63,A63,normal,Lodi,California,22,0,0
A53,A53,normal,Redding,California,0,0,1
A19,A19,normal,Willits,California,68,0,0
A34,A34,normal,Willits,California,0,0,1
A99,A99,normal,Santa Rosa,California,0,0,1
A19,A19,normal,Glendora,California,33,0,0
A40,A40,normal,Irvine,California,55,0,0
A64,A64,normal,Willits,California,51,0,0
A1,A1,normal,Palmdale,California,68,0,0
A88,A88,normal,Aptos,California,38,0,0
A49,A49,normal,Santa Rosa,California,0,0,1
A19,A19,normal,Apple Valley,California,27,0,0
A83,A83,normal,Goleta,California,45,0,0
A48,A48,normal,Jacumba,California,31,0,0
A88,A88,normal,Knights Landing,California,32,0,0
A26,A26,normal,Isleton,California,26,0,0
A97,A97,overspeed,Markleeville,California,89,1,0
A19,A19,normal,Willits,California,70,0,0
A87,A87,normal,Santa Paula,California,0,0,1
A81,A81,normal,Glendora,California,0,0,1
A56,A56,normal,Cloverdale,California,64,0,0
A43,A43,normal,San Dimas,California,58,0,0
A57,A57,normal,Palo Cedro,California,49,0,0
A61,A61,normal,Santa Rosa,California,0,0,1
A27,A27,normal,Bakersfield,California,0,0,1
A4,A4,normal,Glendora,California,60,0,0
A47,A47,normal,Antelope,California,42,0,0
A61,A61,normal,Willits,California,0,0,1
A21,A21,normal,Roseville,California,0,0,1
A23,A23,normal,Rough and Ready,California,62,0,0
A69,A69,normal,Aptos,California,0,0,1
A89,A89,normal,Santa Rosa,California,46,0,0
A36,A36,normal,Klamath,California,0,0,1
A36,A36,normal,Willits,California,16,0,0
A63,A63,normal,La Palma,California,53,0,0
A71,A71,normal,Cloverdale,California,24,0,0
A63,A63,normal,Stockton,California,21,0,0
A39,A39,normal,Santa Rosa,California,28,0,0
A95,A95,normal,Isleton,California,75,0,0
A50,A50,normal,Occidental,California,31,0,0
A29,A29,normal,San Quentin,California,0,0,1
A99,A99,unsafe tail distance,Isleton,California,53,1,0
A65,A65,normal,Bakersfield,California,64,0,0
A92,A92,normal,Apple Valley,California,31,0,0
A99,A99,normal,Santa Rosa,California,73,0,0
A4,A4,normal,Mariposa,California,0,0,1
A78,A78,normal,San Dimas,California,63,0,0
A25,A25,normal,San Quentin,California,45,0,0
A59,A59,normal,Irvine,California,0,0,1
A12,A12,normal,Antelope,California,30,0,0
A93,A93,normal,Santa Rosa,California,0,0,1
A17,A17,normal,Roseville,California,65,0,0
A75,A75,normal,San Dimas,California,75,0,0
A76,A76,normal,Willits,California,52,0,0
A29,A29,normal,La Puente,California,54,0,0
A100,A100,normal,Santa Rosa,California,53,0,0
A72,A72,normal,San Francisco,California,33,0,0
A72,A72,normal,Santa Rosa,California,16,0,0
A49,A49,normal,Willits,California,0,0,1
A46,A46,normal,Rough and Ready,California,60,0,0
A42,A42,normal,Aptos,California,70,0,0
A3,A3,normal,Willits,California,36,0,0
A35,A35,normal,Willits,California,19,0,0
A78,A78,normal,San Diego,California,0,0,1
A44,A44,normal,San Fernando,California,0,0,1
A5,A5,normal,Klamath,California,61,0,0
A52,A52,normal,Stockton,California,31,0,0
A26,A26,normal,Ojai,California,0,0,1
A96,A96,normal,San Diego,California,64,0,0
A41,A41,normal,Apple Valley,California,43,0,0
A58,A58,normal,Willits,California,31,0,0
A46,A46,normal,Aptos,California,16,0,0
A9,A9,normal,Lodi,California,0,0,1
A83,A83,normal,Palo Alto,California,73,0,0
A8,A8,normal,Santa Rosa,California,0,0,1
A3,A3,normal,San Francisco,California,47,0,0
A20,A20,normal,Hollister,California,68,0,0
A6,A6,normal,Jacumba,California,38,0,0
A60,A60,normal,Palo Alto,California,61,0,0
A87,A87,normal,Stockton,California,61,0,0
A100,A100,normal,Fresno,California,67,0,0
A1,A1,normal,Lodi,California,73,0,0
A13,A13,normal,Santa Monica,California,0,0,1
A4,A4,normal,Santa Rosa,California,0,0,1
A31,A31,normal,San Pablo,California,0,0,1
A40,A40,normal,Stockton,California,48,0,0
A17,A17,normal,Willits,California,30,0,0
A73,A73,normal,Occidental,California,61,0,0
A21,A21,normal,Stockton,California,42,0,0
A36,A36,normal,La Palma,California,40,0,0
A50,A50,normal,San Pablo,California,47,0,0
A20,A20,normal,Santa Rosa,California,18,0,0
A2,A2,normal,Oceanside,California,50,0,0
A3,A3,unsafe following distance,Ukiah,California,31,1,0
A21,A21,normal,Cloverdale,California,46,0,0
A99,A99,normal,Ojai,California,40,0,0
A80,A80,normal,Ojai,California,64,0,0
A74,A74,normal,Gilroy,California,58,0,0
A78,A78,normal,Santa Rosa,California,26,0,0
A26,A26,normal,Ojai,California,24,0,0
A91,A91,normal,La Palma,California,58,0,0
A70,A70,normal,Arbuckle,California,18,0,0
A38,A38,normal,Willits,California,42,0,0
A6,A6,normal,Palo Alto,California,44,0,0
A83,A83,normal,San Quentin,California,31,0,0
A8,A8,normal,San Pablo,California,0,0,1
A94,A94,normal,Santa Rosa,California,0,0,1
A40,A40,normal,Klamath,California,33,0,0
A31,A31,normal,Santa Rosa,California,0,0,1
A70,A70,normal,Hollister,California,38,0,0
A39,A39,normal,Willits,California,17,0,0
A8,A8,normal,Willits,California,73,0,0
A33,A33,normal,Palo Alto,California,33,0,0
A97,A97,normal,Antelope,California,56,0,0
A90,A90,normal,Arbuckle,California,0,0,1
A80,A80,normal,Santa Rosa,California,71,0,0
A66,A66,normal,Modesto,California,71,0,0
A100,A100,normal,Aptos,California,41,0,0
A77,A77,normal,San Francisco,California,31,0,0
A45,A45,normal,Apple Valley,California,19,0,0
A8,A8,normal,Marysville,California,55,0,0
A54,A54,normal,Marysville,California,57,0,0
A69,A69,normal,Aptos,California,0,0,1
A16,A16,normal,Oceano,California,24,0,0
A59,A59,normal,Klamath,California,36,0,0
A89,A89,normal,San Pablo,California,0,0,1
A24,A24,lane departure,Oceano,California,45,1,0
A40,A40,normal,Arbuckle,California,0,0,1
A75,A75,normal,Glen Ellen,California,58,0,0
A96,A96,normal,Bakersfield,California,28,0,0
A86,A86,normal,Palmdale,California,0,0,1
A2,A2,normal,Palo Alto,California,59,0,0
A66,A66,normal,Hollister,California,70,0,0
A76,A76,normal,Homeland,California,0,0,1
A9,A9,normal,Antelope,California,53,0,0
A98,A98,normal,Jacumba,California,39,0,0
A41,A41,normal,Apple Valley,California,22,0,0
A41,A41,normal,La Puente,California,40,0,0
A10,A10,normal,Willits,California,0,0,1
A66,A66,normal,Santa Maria,California,22,0,0
A65,A65,normal,Santa Rosa,California,0,0,1
A80,A80,normal,Santa Rosa,California,62,0,0
A90,A90,normal,Antelope,California,60,0,0
A81,A81,normal,Santa Maria,California,0,0,1
A13,A13,normal,Arbuckle,California,34,0,0
A54,A54,normal,Santa Rosa,California,63,0,0
A10,A10,normal,La Puente,California,23,0,0
A30,A30,normal,Redding,California,49,0,0
A19,A19,normal,Knights Landing,California,0,0,1
A34,A34,normal,Redding,California,61,0,0
A84,A84,normal,Palo Cedro,California,74,0,0
A23,A23,normal,Bakersfield,California,0,0,1
A58,A58,normal,Santa Rosa,California,19,0,0
A21,A21,normal,Willits,California,62,0,0
A79,A79,normal,San Quentin,California,51,0,0
A72,A72,normal,Santa Rosa,California,73,0,0
A36,A36,normal,Antelope,California,19,0,0
A79,A79,normal,Goleta,California,18,0,0
A71,A71,normal,Antelope,California,45,0,0
A2,A2,normal,Palo Alto,California,16,0,0
A5,A5,normal,Modesto,California,15,0,0
A39,A39,normal,Santa Maria,California,49,0,0
A46,A46,normal,Mariposa,California,47,0,0
A3,A3,normal,Palo Cedro,California,68,0,0
A6,A6,normal,San Quentin,California,40,0,0
A11,A11,normal,Santa Rosa,California,22,0,0
A20,A20,normal,Antelope,California,75,0,0
A43,A43,normal,Modesto,California,0,0,1
